bootstrap_draw,dimension,label,maximizing_layer,maximum_r,depth_gradient
1261,final_decision_continuous,Final decision,23,0.6429031678847456,0.5227350427350427
1261,confidence_continuous,Confidence,23,0.33122402616693397,0.818119658119658
1262,comprehension_continuous,Comprehension,14,0.5016992239136483,-0.2075213675213675
1262,judgment_continuous,Judgment,4,0.6770262528272475,-0.2793162393162393
1262,evaluation_continuous,Evaluation,9,0.578693632714547,-0.3237606837606838
1262,final_decision_continuous,Final decision,23,0.6264012651899965,0.7442735042735041
1262,confidence_continuous,Confidence,16,0.39168168289784994,0.7716239316239316
1263,comprehension_continuous,Comprehension,13,0.4953502754083419,-0.0776068376068376
1263,judgment_continuous,Judgment,2,0.6742033374487699,-0.4140170940170939
1263,evaluation_continuous,Evaluation,8,0.6127264573407519,0.17059829059829057
1263,final_decision_continuous,Final decision,25,0.5983821720989784,0.8003418803418804
1263,confidence_continuous,Confidence,16,0.40777011347685904,0.7442735042735041
1264,comprehension_continuous,Comprehension,13,0.5500308682109398,-0.6929914529914529
1264,judgment_continuous,Judgment,16,0.7000357858602053,0.19589743589743588
1264,evaluation_continuous,Evaluation,22,0.6249138351583505,0.6916239316239315
1264,final_decision_continuous,Final decision,17,0.6376370582407104,0.6273504273504273
1264,confidence_continuous,Confidence,15,0.42302479498415,0.8044444444444444
1265,comprehension_continuous,Comprehension,13,0.5757351504368885,0.05641025641025641
1265,judgment_continuous,Judgment,14,0.7090181418444687,0.04752136752136752
1265,evaluation_continuous,Evaluation,7,0.547638720504623,0.06324786324786325
1265,final_decision_continuous,Final decision,25,0.6445481741277724,0.939145299145299
1265,confidence_continuous,Confidence,16,0.4756605885627809,0.8345299145299144
1266,comprehension_continuous,Comprehension,15,0.5086646823568853,0.15076923076923074
1266,judgment_continuous,Judgment,4,0.643759016680572,0.030427350427350425
1266,evaluation_continuous,Evaluation,14,0.6288108581919245,0.530940170940171
1266,final_decision_continuous,Final decision,25,0.6179187285387743,0.7736752136752136
1266,confidence_continuous,Confidence,16,0.3887794812671011,0.8536752136752135
1267,comprehension_continuous,Comprehension,14,0.49447608785229674,0.524102564102564
1267,judgment_continuous,Judgment,4,0.7173567575467639,0.12957264957264958
1267,evaluation_continuous,Evaluation,7,0.6388813785319926,0.16854700854700852
1267,final_decision_continuous,Final decision,23,0.6474500962415444,0.8557264957264956
1267,confidence_continuous,Confidence,16,0.4386751029920863,0.6622222222222223
1268,comprehension_continuous,Comprehension,2,0.4974409066418887,-0.7039316239316238
1268,judgment_continuous,Judgment,4,0.6930328431448685,-0.3928205128205128
1268,evaluation_continuous,Evaluation,13,0.6123906351614995,-0.08923076923076922
1268,final_decision_continuous,Final decision,24,0.6191540510537656,0.8352136752136751
1268,confidence_continuous,Confidence,16,0.45696812188787794,0.7948717948717947
1269,comprehension_continuous,Comprehension,15,0.5078564921110312,0.14256410256410257
1269,judgment_continuous,Judgment,5,0.6478180251096388,0.13299145299145299
1269,evaluation_continuous,Evaluation,13,0.5438670944107864,0.2752136752136752
1269,final_decision_continuous,Final decision,21,0.6607134141473253,0.7162393162393161
1269,confidence_continuous,Confidence,23,0.419308902372784,0.7333333333333333
1270,comprehension_continuous,Comprehension,13,0.47831086659008687,-0.7531623931623931
1270,judgment_continuous,Judgment,14,0.7244008576293086,0.1063247863247863
1270,evaluation_continuous,Evaluation,10,0.6012410578603256,0.1617094017094017
1270,final_decision_continuous,Final decision,25,0.6463148964014533,0.8803418803418802
1270,confidence_continuous,Confidence,16,0.4752458148522175,0.8523076923076922
1271,comprehension_continuous,Comprehension,16,0.5585272991073572,-0.1234188034188034
1271,judgment_continuous,Judgment,4,0.6936274068913993,-0.40649572649572646
1271,evaluation_continuous,Evaluation,12,0.5896175559305724,0.40307692307692305
1271,final_decision_continuous,Final decision,17,0.6487177415402295,0.638974358974359
1271,confidence_continuous,Confidence,16,0.4597727057805602,0.8044444444444444
1272,comprehension_continuous,Comprehension,14,0.5095232253480345,-0.4516239316239316
1272,judgment_continuous,Judgment,4,0.7235566218415272,-0.23555555555555555
1272,evaluation_continuous,Evaluation,12,0.6192552629030934,0.052307692307692305
1272,final_decision_continuous,Final decision,21,0.6550228967122936,0.8406837606837606
1272,confidence_continuous,Confidence,16,0.43973280256386404,0.7032478632478633
1273,comprehension_continuous,Comprehension,14,0.5840691601582274,0.06256410256410255
1273,judgment_continuous,Judgment,4,0.6829651130788964,0.321025641025641
1273,evaluation_continuous,Evaluation,6,0.6077538400884186,0.22940170940170937
1273,final_decision_continuous,Final decision,18,0.6370131956352669,0.7791452991452991
1273,confidence_continuous,Confidence,16,0.44987681819106273,0.8434188034188034
1274,comprehension_continuous,Comprehension,14,0.5446608107003956,0.010598290598290596
1274,judgment_continuous,Judgment,18,0.6614021731186178,0.3524786324786324
1274,evaluation_continuous,Evaluation,7,0.5598115618049488,0.3736752136752136
1274,final_decision_continuous,Final decision,21,0.6071310388136916,0.6786324786324787
1274,confidence_continuous,Confidence,16,0.4210617634665239,0.8242735042735042
1275,comprehension_continuous,Comprehension,13,0.4825871746926929,-0.3839316239316239
1275,judgment_continuous,Judgment,18,0.671584195038911,0.15350427350427348
1275,evaluation_continuous,Evaluation,12,0.5946516116825392,0.13504273504273506
1275,final_decision_continuous,Final decision,25,0.574702146108764,0.654017094017094
1275,confidence_continuous,Confidence,16,0.4948863321899213,0.7367521367521367
1276,comprehension_continuous,Comprehension,13,0.5148415374374208,-0.5138461538461538
1276,judgment_continuous,Judgment,4,0.6441090720131514,-0.39829059829059826
1276,evaluation_continuous,Evaluation,12,0.5579556700502003,0.3716239316239316
1276,final_decision_continuous,Final decision,18,0.6088816313700974,0.4666666666666667
1276,confidence_continuous,Confidence,16,0.45661944894050494,0.7798290598290597
1277,comprehension_continuous,Comprehension,15,0.5174289447854592,0.13709401709401706
1277,judgment_continuous,Judgment,14,0.6906457800341642,-0.23623931623931624
1277,evaluation_continuous,Evaluation,10,0.5758500085881296,0.09333333333333332
1277,final_decision_continuous,Final decision,18,0.6542573487088723,0.8475213675213674
1277,confidence_continuous,Confidence,23,0.49291393407037476,0.9124786324786324
1278,comprehension_continuous,Comprehension,2,0.5459909891576442,-0.45572649572649565
1278,judgment_continuous,Judgment,2,0.6704936629727875,-0.643076923076923
1278,evaluation_continuous,Evaluation,12,0.6123521296719432,0.23692307692307688
1278,final_decision_continuous,Final decision,21,0.6306805348098955,0.6341880341880342
1278,confidence_continuous,Confidence,16,0.4517600651840156,0.8434188034188034
1279,comprehension_continuous,Comprehension,2,0.48564513924827984,0.10222222222222223
1279,judgment_continuous,Judgment,3,0.6602079927615468,0.07829059829059828
1279,evaluation_continuous,Evaluation,12,0.6018676700380593,0.10974358974358973
1279,final_decision_continuous,Final decision,21,0.625569703345776,0.7422222222222221
1279,confidence_continuous,Confidence,16,0.37544056933620734,0.7811965811965812
1280,comprehension_continuous,Comprehension,13,0.49907619514683443,-0.16444444444444445
1280,judgment_continuous,Judgment,10,0.6451263371303033,-0.174017094017094
1280,evaluation_continuous,Evaluation,12,0.6183282692734773,0.3135042735042735
1280,final_decision_continuous,Final decision,21,0.6107790775361723,0.6321367521367521
1280,confidence_continuous,Confidence,16,0.5027189222704317,0.7483760683760683
1281,comprehension_continuous,Comprehension,14,0.552161915328998,-0.4058119658119658
1281,judgment_continuous,Judgment,11,0.6525541499691112,-0.17606837606837608
1281,evaluation_continuous,Evaluation,13,0.5773598095411807,0.45299145299145294
1281,final_decision_continuous,Final decision,23,0.6034678688573801,0.7271794871794871
1281,confidence_continuous,Confidence,23,0.3922269393302373,0.805128205128205
1282,comprehension_continuous,Comprehension,2,0.4817046245193007,-0.3374358974358974
1282,judgment_continuous,Judgment,18,0.6403829410919833,-0.22598290598290596
1282,evaluation_continuous,Evaluation,6,0.5813953673347577,0.228034188034188
1282,final_decision_continuous,Final decision,16,0.6179401905946046,0.31418803418803415
1282,confidence_continuous,Confidence,16,0.4685399384090329,0.7798290598290597
1283,comprehension_continuous,Comprehension,2,0.48965673881636945,-0.2772649572649572
1283,judgment_continuous,Judgment,5,0.6641760106955993,0.47965811965811966
1283,evaluation_continuous,Evaluation,6,0.5616510426852153,0.26837606837606837
1283,final_decision_continuous,Final decision,25,0.6189627629974238,0.8317948717948718
1283,confidence_continuous,Confidence,23,0.49068448133353904,0.9152136752136751
1284,comprehension_continuous,Comprehension,13,0.4761273152425251,-0.32239316239316235
1284,judgment_continuous,Judgment,18,0.7100550774469183,0.022905982905982905
1284,evaluation_continuous,Evaluation,12,0.4919494531426995,0.23965811965811962
1284,final_decision_continuous,Final decision,16,0.6029220913561636,0.6519658119658119
1284,confidence_continuous,Confidence,16,0.4245713782672112,0.844102564102564
1285,comprehension_continuous,Comprehension,13,0.5377898559155839,-0.48376068376068376
1285,judgment_continuous,Judgment,14,0.7497599233039937,-0.2676923076923077
1285,evaluation_continuous,Evaluation,13,0.5997959968419482,0.18153846153846154
1285,final_decision_continuous,Final decision,5,0.6441910773768683,0.3757264957264957
1285,confidence_continuous,Confidence,16,0.43867422426680536,0.7422222222222221
1286,comprehension_continuous,Comprehension,13,0.5350631431780418,-0.6950427350427351
1286,judgment_continuous,Judgment,5,0.7004288026869369,0.013333333333333332
1286,evaluation_continuous,Evaluation,10,0.5988552248136461,0.17333333333333334
1286,final_decision_continuous,Final decision,23,0.5822776886355968,0.7736752136752136
1286,confidence_continuous,Confidence,16,0.42335791736980166,0.7388034188034187
1287,comprehension_continuous,Comprehension,0,0.48722252371804003,-0.07213675213675212
1287,judgment_continuous,Judgment,5,0.6496777147304266,0.07555555555555556
1287,evaluation_continuous,Evaluation,8,0.5721924648445341,-0.15418803418803417
1287,final_decision_continuous,Final decision,21,0.6579784049058284,0.7196581196581195
1287,confidence_continuous,Confidence,16,0.41294739820693244,0.7593162393162393
1288,comprehension_continuous,Comprehension,16,0.5038756328186677,0.5323076923076923
1288,judgment_continuous,Judgment,14,0.6571085252216035,0.018803418803418803
1288,evaluation_continuous,Evaluation,7,0.599426652975099,-0.027008547008547008
1288,final_decision_continuous,Final decision,21,0.6083539769476439,0.7661538461538462
1288,confidence_continuous,Confidence,16,0.47611113137283145,0.8502564102564102
1289,comprehension_continuous,Comprehension,3,0.4926273531651868,-0.4365811965811965
1289,judgment_continuous,Judgment,14,0.7296778523619021,-0.028376068376068375
1289,evaluation_continuous,Evaluation,12,0.51937171938011,0.41128205128205125
1289,final_decision_continuous,Final decision,21,0.6391559692825135,0.6102564102564102
1289,confidence_continuous,Confidence,23,0.4692244436172821,0.8263247863247863
1290,comprehension_continuous,Comprehension,16,0.5367664657710494,0.15487179487179487
1290,judgment_continuous,Judgment,4,0.6760049001451033,0.18905982905982904
1290,evaluation_continuous,Evaluation,12,0.6173986271366964,0.22598290598290596
1290,final_decision_continuous,Final decision,21,0.6713209102493143,0.788034188034188
1290,confidence_continuous,Confidence,16,0.42434432364011904,0.7442735042735041
1291,comprehension_continuous,Comprehension,15,0.47507715334591205,0.6211965811965812
1291,judgment_continuous,Judgment,4,0.6613674531802504,0.3367521367521367
1291,evaluation_continuous,Evaluation,12,0.5875696188444215,0.04478632478632478
1291,final_decision_continuous,Final decision,21,0.623956168548112,0.7989743589743589
1291,confidence_continuous,Confidence,16,0.44877661624777054,0.7135042735042735
1292,comprehension_continuous,Comprehension,13,0.5574694541611546,-0.18564102564102564
1292,judgment_continuous,Judgment,18,0.7172423451167161,0.561025641025641
1292,evaluation_continuous,Evaluation,9,0.6206817769937845,0.07145299145299144
1292,final_decision_continuous,Final decision,25,0.688248634166241,0.945982905982906
1292,confidence_continuous,Confidence,16,0.38841471923016735,0.647179487179487
1293,comprehension_continuous,Comprehension,14,0.5925609430644564,-0.13777777777777778
1293,judgment_continuous,Judgment,14,0.7141901171043833,0.1528205128205128
1293,evaluation_continuous,Evaluation,7,0.6198596088419236,0.09196581196581195
1293,final_decision_continuous,Final decision,21,0.6516639131446162,0.7121367521367521
1293,confidence_continuous,Confidence,16,0.3242297899053094,0.416068376068376
1294,comprehension_continuous,Comprehension,13,0.5231689928779535,-0.045470085470085464
1294,judgment_continuous,Judgment,5,0.6671077909375329,-0.0605128205128205
1294,evaluation_continuous,Evaluation,7,0.567075225670974,0.4994871794871794
1294,final_decision_continuous,Final decision,21,0.6101836569482161,0.6451282051282051
1294,confidence_continuous,Confidence,23,0.3902112924396763,0.8468376068376068
1295,comprehension_continuous,Comprehension,14,0.5630265166255118,-0.16786324786324786
1295,judgment_continuous,Judgment,4,0.6990540252599913,-0.2526495726495726
1295,evaluation_continuous,Evaluation,12,0.6297757559669358,0.3449572649572649
1295,final_decision_continuous,Final decision,19,0.638128176753742,0.7107692307692307
1295,confidence_continuous,Confidence,16,0.3589701065825431,0.6608547008547008
1296,comprehension_continuous,Comprehension,15,0.514776337598758,0.3839316239316239
1296,judgment_continuous,Judgment,3,0.6655152229682256,-0.06735042735042734
1296,evaluation_continuous,Evaluation,13,0.5806239703679688,0.18427350427350422
1296,final_decision_continuous,Final decision,23,0.6185699301330021,0.682051282051282
1296,confidence_continuous,Confidence,16,0.4488678765325882,0.8365811965811965
1297,comprehension_continuous,Comprehension,14,0.49996375005481947,-0.15555555555555553
1297,judgment_continuous,Judgment,14,0.6607832817278347,-0.10085470085470086
1297,evaluation_continuous,Evaluation,13,0.5786201817094269,0.07418803418803417
1297,final_decision_continuous,Final decision,25,0.5802917424050622,0.7483760683760683
1297,confidence_continuous,Confidence,16,0.34090482405820305,0.5794871794871794
1298,comprehension_continuous,Comprehension,13,0.6102421331216258,-0.47076923076923066
1298,judgment_continuous,Judgment,3,0.6584841161720582,-0.2704273504273504
1298,evaluation_continuous,Evaluation,6,0.6049055572036239,0.3941880341880341
1298,final_decision_continuous,Final decision,18,0.637583664145583,0.5008547008547009
1298,confidence_continuous,Confidence,16,0.4257613303566446,0.8092307692307692
1299,comprehension_continuous,Comprehension,14,0.4190151522184434,-0.4147008547008547
1299,judgment_continuous,Judgment,14,0.6604915851889701,0.5398290598290598
1299,evaluation_continuous,Evaluation,7,0.5770100974833117,0.23282051282051283
1299,final_decision_continuous,Final decision,21,0.611906775153842,0.8782905982905982
1299,confidence_continuous,Confidence,16,0.4533856902361105,0.7641025641025642
1300,comprehension_continuous,Comprehension,14,0.5227072261041544,-0.3565811965811965
1300,judgment_continuous,Judgment,5,0.6955723042015391,-0.050940170940170934
1300,evaluation_continuous,Evaluation,11,0.5713414628734993,0.29435897435897435
1300,final_decision_continuous,Final decision,25,0.6398847871695158,0.6895726495726495
1300,confidence_continuous,Confidence,16,0.4477029453352517,0.7914529914529914
1301,comprehension_continuous,Comprehension,16,0.5275732192838055,-0.3538461538461538
1301,judgment_continuous,Judgment,4,0.6714305837138391,0.1288888888888889
1301,evaluation_continuous,Evaluation,6,0.5472218509226597,0.39145299145299145
1301,final_decision_continuous,Final decision,21,0.6198824315355421,0.8557264957264956
1301,confidence_continuous,Confidence,23,0.41933179307764984,0.8652991452991453
1302,comprehension_continuous,Comprehension,15,0.4370508148798906,-0.28820512820512817
1302,judgment_continuous,Judgment,18,0.607207986681845,0.024957264957264955
1302,evaluation_continuous,Evaluation,7,0.5605708916138248,0.1651282051282051
1302,final_decision_continuous,Final decision,21,0.5856269398854437,0.8317948717948718
1302,confidence_continuous,Confidence,16,0.41073404314296447,0.6478632478632478
1303,comprehension_continuous,Comprehension,13,0.5038507415157996,-0.4953846153846153
1303,judgment_continuous,Judgment,4,0.6623387855842968,-0.18495726495726494
1303,evaluation_continuous,Evaluation,9,0.601452677268973,-0.1829059829059829
1303,final_decision_continuous,Final decision,19,0.6139526146945209,0.6088888888888888
1303,confidence_continuous,Confidence,23,0.3724204432099602,0.5487179487179487
1304,comprehension_continuous,Comprehension,2,0.5705197091675533,-0.40239316239316236
1304,judgment_continuous,Judgment,18,0.6617900570351137,-0.0652991452991453
1304,evaluation_continuous,Evaluation,6,0.6056120228177821,0.3606837606837607
1304,final_decision_continuous,Final decision,18,0.6425334945156,0.7374358974358974
1304,confidence_continuous,Confidence,16,0.4085246821613317,0.71008547008547
1305,comprehension_continuous,Comprehension,2,0.5496064662532308,-0.7128205128205128
1305,judgment_continuous,Judgment,4,0.6026348639758565,-0.05162393162393161
1305,evaluation_continuous,Evaluation,6,0.5134583592663553,-0.2745299145299145
1305,final_decision_continuous,Final decision,18,0.5844202190913902,0.18017094017094015
1305,confidence_continuous,Confidence,16,0.3800465257899083,0.6417094017094016
1306,comprehension_continuous,Comprehension,14,0.5266328674401997,0.12478632478632476
1306,judgment_continuous,Judgment,4,0.7237722626400048,-0.17743589743589744
1306,evaluation_continuous,Evaluation,12,0.524534055877489,0.2581196581196581
1306,final_decision_continuous,Final decision,23,0.6465176434804005,0.8201709401709402
1306,confidence_continuous,Confidence,16,0.38822982819843943,0.8215384615384614
1307,comprehension_continuous,Comprehension,13,0.5129504857465487,-0.4256410256410256
1307,judgment_continuous,Judgment,4,0.698833246220093,-0.2547008547008547
1307,evaluation_continuous,Evaluation,13,0.6349769115991758,0.21914529914529915
1307,final_decision_continuous,Final decision,16,0.6372287151641177,0.6895726495726495
1307,confidence_continuous,Confidence,16,0.435141917670353,0.6198290598290598
1308,comprehension_continuous,Comprehension,13,0.603308209923937,-0.23350427350427347
1308,judgment_continuous,Judgment,13,0.6968906413360194,-0.522051282051282
1308,evaluation_continuous,Evaluation,13,0.508459202189394,0.22256410256410253
1308,final_decision_continuous,Final decision,18,0.6548177446096501,0.589059829059829
1308,confidence_continuous,Confidence,16,0.4267597097405421,0.8147008547008547
1309,comprehension_continuous,Comprehension,14,0.5965901674209529,-0.007179487179487179
1309,judgment_continuous,Judgment,14,0.7397723738603601,-0.23487179487179485
1309,evaluation_continuous,Evaluation,13,0.5741436395367584,0.29777777777777775
1309,final_decision_continuous,Final decision,25,0.6609029131994129,0.757948717948718
1309,confidence_continuous,Confidence,23,0.42920777142367345,0.6485470085470085
1310,comprehension_continuous,Comprehension,14,0.5766159667134062,-0.5904273504273503
1310,judgment_continuous,Judgment,5,0.7036653784882047,0.06803418803418802
1310,evaluation_continuous,Evaluation,6,0.5606191882823276,0.3176068376068376
1310,final_decision_continuous,Final decision,20,0.6683230374028017,0.831111111111111
1310,confidence_continuous,Confidence,23,0.46605090481650163,0.8598290598290598
1311,comprehension_continuous,Comprehension,2,0.4770349302727713,-0.6970940170940171
1311,judgment_continuous,Judgment,14,0.6952022368233542,0.048888888888888885
1311,evaluation_continuous,Evaluation,7,0.6216286628768287,0.22598290598290596
1311,final_decision_continuous,Final decision,25,0.6253030280280377,0.7408547008547008
1311,confidence_continuous,Confidence,16,0.4428580922629788,0.8557264957264956
1312,comprehension_continuous,Comprehension,15,0.571718482098504,0.578119658119658
1312,judgment_continuous,Judgment,14,0.7281342674951513,-0.07829059829059828
1312,evaluation_continuous,Evaluation,7,0.5639741440497373,0.174017094017094
1312,final_decision_continuous,Final decision,23,0.7112241947365537,0.8099145299145298
1312,confidence_continuous,Confidence,16,0.5608364937672011,0.8222222222222222
1313,comprehension_continuous,Comprehension,14,0.520813662642857,-0.06666666666666665
1313,judgment_continuous,Judgment,14,0.6796324109270946,0.08444444444444445
1313,evaluation_continuous,Evaluation,7,0.6291476405729423,0.49606837606837606
1313,final_decision_continuous,Final decision,18,0.5944701567094328,0.8297435897435896
1313,confidence_continuous,Confidence,16,0.4003863431734303,0.8317948717948718
1314,comprehension_continuous,Comprehension,13,0.5347358053850062,-0.4427350427350427
1314,judgment_continuous,Judgment,5,0.6877232863096189,0.26837606837606837
1314,evaluation_continuous,Evaluation,23,0.5784240422935713,0.4598290598290598
1314,final_decision_continuous,Final decision,18,0.6249769929189648,0.803076923076923
1314,confidence_continuous,Confidence,16,0.41119925601820323,0.8105982905982906
1315,comprehension_continuous,Comprehension,13,0.4855689350951491,-0.5029059829059829
1315,judgment_continuous,Judgment,18,0.6768636632352655,0.40786324786324785
1315,evaluation_continuous,Evaluation,10,0.5796176935988646,-0.22598290598290596
1315,final_decision_continuous,Final decision,25,0.6913337844489679,0.8762393162393161
1315,confidence_continuous,Confidence,23,0.43802313482302757,0.8748717948717948
1316,comprehension_continuous,Comprehension,13,0.4566647502637789,-0.27999999999999997
1316,judgment_continuous,Judgment,4,0.6598891451024481,-0.107008547008547
1316,evaluation_continuous,Evaluation,7,0.6063820978920098,-0.015384615384615384
1316,final_decision_continuous,Final decision,21,0.6104568638160888,0.6553846153846153
1316,confidence_continuous,Confidence,16,0.46933381910484057,0.785982905982906
1317,comprehension_continuous,Comprehension,16,0.6107689108093804,-0.455042735042735
1317,judgment_continuous,Judgment,13,0.7458392021908204,-0.12136752136752137
1317,evaluation_continuous,Evaluation,23,0.6404132287830016,0.4981196581196581
1317,final_decision_continuous,Final decision,16,0.6653960530173603,0.6533333333333332
1317,confidence_continuous,Confidence,16,0.49475329724633094,0.747008547008547
1318,comprehension_continuous,Comprehension,0,0.5577263662502085,-0.6601709401709401
1318,judgment_continuous,Judgment,5,0.7189560207281199,-0.2704273504273504
1318,evaluation_continuous,Evaluation,6,0.5707153771298418,0.19316239316239317
1318,final_decision_continuous,Final decision,11,0.6475347026979819,0.44820512820512814
1318,confidence_continuous,Confidence,16,0.4779135758470921,0.7374358974358974
1319,comprehension_continuous,Comprehension,15,0.537248372264478,-0.29367521367521365
1319,judgment_continuous,Judgment,13,0.6371384505883237,-0.15213675213675212
1319,evaluation_continuous,Evaluation,12,0.5550048178756111,0.20068376068376068
1319,final_decision_continuous,Final decision,18,0.5995906275677237,0.55008547008547
1319,confidence_continuous,Confidence,16,0.4474389312515642,0.9241025641025641
1320,comprehension_continuous,Comprehension,0,0.5392574296238482,-0.6553846153846153
1320,judgment_continuous,Judgment,5,0.6991958982779958,-0.20547008547008547
1320,evaluation_continuous,Evaluation,14,0.6135862594987911,0.2376068376068376
1320,final_decision_continuous,Final decision,5,0.6067719876306263,0.5377777777777777
1320,confidence_continuous,Confidence,16,0.4944699094380701,0.8358974358974358
1321,comprehension_continuous,Comprehension,13,0.5102241688980663,-0.34222222222222215
1321,judgment_continuous,Judgment,14,0.6881862025335013,-0.3709401709401709
1321,evaluation_continuous,Evaluation,12,0.587042827849389,0.40034188034188034
1321,final_decision_continuous,Final decision,5,0.6299875355152573,-0.14324786324786323
1321,confidence_continuous,Confidence,23,0.5027274224019985,0.8673504273504273
1322,comprehension_continuous,Comprehension,13,0.49026017667959504,-0.10974358974358973
1322,judgment_continuous,Judgment,13,0.7404508244989693,-0.009230769230769232
1322,evaluation_continuous,Evaluation,9,0.62744301887362,0.17675213675213672
1322,final_decision_continuous,Final decision,5,0.6282993623333581,0.6847863247863248
1322,confidence_continuous,Confidence,16,0.40080198000120243,0.7743589743589743
1323,comprehension_continuous,Comprehension,13,0.48807481464620517,-0.31965811965811963
1323,judgment_continuous,Judgment,12,0.6837689967351465,-0.3107692307692307
1323,evaluation_continuous,Evaluation,9,0.5753340113932144,0.2300854700854701
1323,final_decision_continuous,Final decision,11,0.6701559085471457,0.15213675213675212
1323,confidence_continuous,Confidence,16,0.4668830334308078,0.6923076923076923
1324,comprehension_continuous,Comprehension,14,0.49776737007998884,-0.09264957264957263
1324,judgment_continuous,Judgment,5,0.699634596436647,-0.16444444444444445
1324,evaluation_continuous,Evaluation,7,0.5916262510504356,0.3162393162393162
1324,final_decision_continuous,Final decision,21,0.6442587018900601,0.6984615384615384
1324,confidence_continuous,Confidence,16,0.41723600176416337,0.7613675213675213
1325,comprehension_continuous,Comprehension,15,0.5406704092856485,-0.17128205128205126
1325,judgment_continuous,Judgment,14,0.707883004071614,0.3367521367521367
1325,evaluation_continuous,Evaluation,7,0.5625412563251082,-0.44
1325,final_decision_continuous,Final decision,25,0.6540332746842036,0.7764102564102563
1325,confidence_continuous,Confidence,23,0.46118775801850687,0.6868376068376068
1326,comprehension_continuous,Comprehension,13,0.49399294217901923,-0.31555555555555553
1326,judgment_continuous,Judgment,18,0.6713129347582195,0.06324786324786325
1326,evaluation_continuous,Evaluation,12,0.5622388023525278,0.17538461538461536
1326,final_decision_continuous,Final decision,25,0.6053526783864088,0.8263247863247863
1326,confidence_continuous,Confidence,16,0.46794194536426537,0.7832478632478632
1327,comprehension_continuous,Comprehension,14,0.5283734119761545,-0.15076923076923074
1327,judgment_continuous,Judgment,13,0.6929492661119494,-0.052307692307692305
1327,evaluation_continuous,Evaluation,7,0.5846795207208708,0.36615384615384616
1327,final_decision_continuous,Final decision,21,0.6408642333300429,0.9083760683760682
1327,confidence_continuous,Confidence,16,0.45506492477808286,0.7538461538461538
1328,comprehension_continuous,Comprehension,14,0.4541644698096784,-0.23555555555555555
1328,judgment_continuous,Judgment,2,0.6556820660369191,0.1063247863247863
1328,evaluation_continuous,Evaluation,7,0.5646907400313804,0.24991452991452992
1328,final_decision_continuous,Final decision,21,0.6310234915061339,0.7059829059829059
1328,confidence_continuous,Confidence,16,0.3935596786364206,0.8194871794871793
1329,comprehension_continuous,Comprehension,14,0.5317362883725262,0.20957264957264954
1329,judgment_continuous,Judgment,5,0.6537597745989638,0.09196581196581195
1329,evaluation_continuous,Evaluation,13,0.5715880863314599,-0.037948717948717944
1329,final_decision_continuous,Final decision,21,0.6256059584969712,0.8352136752136751
1329,confidence_continuous,Confidence,16,0.38309332180556843,0.7264957264957265
1330,comprehension_continuous,Comprehension,14,0.482750949665576,-0.30666666666666664
1330,judgment_continuous,Judgment,4,0.6898129272285248,-0.029059829059829054
1330,evaluation_continuous,Evaluation,12,0.6390551092186625,0.23692307692307688
1330,final_decision_continuous,Final decision,21,0.6394673596900208,0.7196581196581195
1330,confidence_continuous,Confidence,23,0.4441080816381841,0.7647863247863247
1331,comprehension_continuous,Comprehension,14,0.4928157454604724,0.5664957264957264
1331,judgment_continuous,Judgment,2,0.6335207470633816,0.16444444444444445
1331,evaluation_continuous,Evaluation,11,0.5650691939947879,0.1569230769230769
1331,final_decision_continuous,Final decision,23,0.5871613021115066,0.3647863247863247
1331,confidence_continuous,Confidence,23,0.4868668344456737,0.844102564102564
1332,comprehension_continuous,Comprehension,13,0.5842935606604305,-0.0003418803418803419
1332,judgment_continuous,Judgment,2,0.6733742523095224,0.0147008547008547
1332,evaluation_continuous,Evaluation,13,0.5626300803310794,-0.07487179487179485
1332,final_decision_continuous,Final decision,19,0.6281493992670902,0.6752136752136751
1332,confidence_continuous,Confidence,14,0.44482033635615764,0.7634188034188034
1333,comprehension_continuous,Comprehension,13,0.49337696287102994,0.15145299145299143
1333,judgment_continuous,Judgment,5,0.701662173803085,0.3572649572649573
1333,evaluation_continuous,Evaluation,12,0.6185313644000139,0.26495726495726496
1333,final_decision_continuous,Final decision,25,0.6246559533082274,0.5083760683760683
1333,confidence_continuous,Confidence,16,0.4134910117252364,0.7825641025641025
1334,comprehension_continuous,Comprehension,0,0.4295540045563426,-0.6239316239316239
1334,judgment_continuous,Judgment,2,0.6590417574995078,-0.13299145299145299
1334,evaluation_continuous,Evaluation,7,0.5957373657559293,0.1158974358974359
1334,final_decision_continuous,Final decision,5,0.5682296600268715,0.4632478632478632
1334,confidence_continuous,Confidence,16,0.442705988224524,0.6642735042735042
1335,comprehension_continuous,Comprehension,15,0.42226609440546836,0.4584615384615384
1335,judgment_continuous,Judgment,4,0.6289910171099728,0.1569230769230769
1335,evaluation_continuous,Evaluation,13,0.6164119214224705,0.2075213675213675
1335,final_decision_continuous,Final decision,21,0.5569815745549455,0.6813675213675212
1335,confidence_continuous,Confidence,16,0.4520379990073868,0.8215384615384614
1336,comprehension_continuous,Comprehension,13,0.5137567778838228,-0.15008547008547007
1336,judgment_continuous,Judgment,14,0.7245476189820126,-0.11452991452991453
1336,evaluation_continuous,Evaluation,7,0.5826225236344608,0.37504273504273505
1336,final_decision_continuous,Final decision,16,0.5928737608123921,0.837948717948718
