bootstrap_draw,dimension,label,maximizing_layer,maximum_r,depth_gradient
4864,evaluation_continuous,Evaluation,10,0.6201472070645311,0.04820512820512819
4864,final_decision_continuous,Final decision,21,0.6202285871707143,0.6034188034188035
4864,confidence_continuous,Confidence,23,0.35488070442633246,0.6970940170940171
4865,comprehension_continuous,Comprehension,2,0.5447429509897466,-0.3538461538461538
4865,judgment_continuous,Judgment,5,0.704897623018612,0.0010256410256410254
4865,evaluation_continuous,Evaluation,13,0.6059816637028033,0.3162393162393162
4865,final_decision_continuous,Final decision,25,0.6812035645646377,0.7668376068376067
4865,confidence_continuous,Confidence,23,0.4455976880135514,0.79008547008547
4866,comprehension_continuous,Comprehension,16,0.6007926158322212,0.0010256410256410254
4866,judgment_continuous,Judgment,4,0.7146441056281206,-0.44957264957264953
4866,evaluation_continuous,Evaluation,9,0.5441478164036714,-0.19863247863247863
4866,final_decision_continuous,Final decision,21,0.6568657903890678,0.6478632478632478
4866,confidence_continuous,Confidence,16,0.421302726977936,0.8557264957264956
4867,comprehension_continuous,Comprehension,16,0.6096862276421721,0.45572649572649565
4867,judgment_continuous,Judgment,14,0.721892908985934,-0.035897435897435895
4867,evaluation_continuous,Evaluation,9,0.614185066956051,0.05846153846153846
4867,final_decision_continuous,Final decision,18,0.659223478255259,0.8290598290598289
4867,confidence_continuous,Confidence,16,0.47835386304244504,0.8147008547008547
4868,comprehension_continuous,Comprehension,0,0.5134154674727951,-0.5521367521367521
4868,judgment_continuous,Judgment,14,0.6979619938683203,-0.20683760683760682
4868,evaluation_continuous,Evaluation,23,0.571238299178513,0.3490598290598291
4868,final_decision_continuous,Final decision,13,0.6407945063594435,0.6902564102564103
4868,confidence_continuous,Confidence,23,0.4076043018874825,0.8215384615384614
4869,comprehension_continuous,Comprehension,2,0.4486391161569998,-0.20136752136752134
4869,judgment_continuous,Judgment,3,0.650891143277435,-0.04136752136752136
4869,evaluation_continuous,Evaluation,7,0.5409317688793426,0.1063247863247863
4869,final_decision_continuous,Final decision,13,0.5953618618188942,0.7641025641025642
4869,confidence_continuous,Confidence,16,0.3779480053626952,0.7094017094017094
4870,comprehension_continuous,Comprehension,14,0.5293411343785652,-0.1234188034188034
4870,judgment_continuous,Judgment,18,0.7163358913228093,0.34017094017094013
4870,evaluation_continuous,Evaluation,7,0.6412955974055656,0.4167521367521367
4870,final_decision_continuous,Final decision,23,0.6408361150762709,0.6252991452991452
4870,confidence_continuous,Confidence,16,0.44824219973814516,0.6649572649572648
4871,comprehension_continuous,Comprehension,24,0.4894064716920964,0.3627350427350427
4871,judgment_continuous,Judgment,18,0.6612805389666695,0.11726495726495725
4871,evaluation_continuous,Evaluation,14,0.5846694254681539,0.09948717948717947
4871,final_decision_continuous,Final decision,21,0.5980540299431713,0.6738461538461538
4871,confidence_continuous,Confidence,23,0.46347283437084263,0.8776068376068377
4872,comprehension_continuous,Comprehension,13,0.5272372150990798,0.042735042735042736
4872,judgment_continuous,Judgment,18,0.6903153815715676,0.29504273504273504
4872,evaluation_continuous,Evaluation,12,0.6225243604050265,0.17059829059829057
4872,final_decision_continuous,Final decision,25,0.618480289388765,0.8912820512820512
4872,confidence_continuous,Confidence,16,0.41135639688692643,0.7011965811965812
4873,comprehension_continuous,Comprehension,13,0.47980408500213423,-0.47282051282051274
4873,judgment_continuous,Judgment,13,0.7133345453725441,-0.1029059829059829
4873,evaluation_continuous,Evaluation,6,0.5649677870079282,0.3504273504273504
4873,final_decision_continuous,Final decision,13,0.5764451204059765,0.7846153846153845
4873,confidence_continuous,Confidence,16,0.4307010002123132,0.7182905982905983
4874,comprehension_continuous,Comprehension,12,0.49886145715286595,0.29504273504273504
4874,judgment_continuous,Judgment,4,0.6781154881648574,-0.18427350427350422
4874,evaluation_continuous,Evaluation,7,0.5819015406106633,0.02358974358974359
4874,final_decision_continuous,Final decision,23,0.7010147884230812,0.8352136752136751
4874,confidence_continuous,Confidence,16,0.4693160939886481,0.8064957264957264
4875,comprehension_continuous,Comprehension,13,0.569380532300183,-0.12136752136752137
4875,judgment_continuous,Judgment,14,0.7135155832751504,0.05299145299145299
4875,evaluation_continuous,Evaluation,12,0.6028180226360577,0.3483760683760683
4875,final_decision_continuous,Final decision,14,0.6573762644348439,0.6218803418803419
4875,confidence_continuous,Confidence,16,0.44105897943107075,0.775042735042735
4876,comprehension_continuous,Comprehension,14,0.5031095651558732,0.28683760683760684
4876,judgment_continuous,Judgment,14,0.6732209047426468,0.15487179487179487
4876,evaluation_continuous,Evaluation,13,0.684592396014849,0.09128205128205127
4876,final_decision_continuous,Final decision,18,0.6334073322769253,0.8126495726495726
4876,confidence_continuous,Confidence,23,0.43074795265902455,0.6738461538461538
4877,comprehension_continuous,Comprehension,14,0.5410276416487564,-0.06119658119658119
4877,judgment_continuous,Judgment,14,0.7242942320465194,-0.11247863247863246
4877,evaluation_continuous,Evaluation,9,0.5697850345876435,-0.10085470085470086
4877,final_decision_continuous,Final decision,21,0.6361078061960329,0.7025641025641025
4877,confidence_continuous,Confidence,22,0.4502263970515078,0.8092307692307692
4878,comprehension_continuous,Comprehension,13,0.4395344894042017,-0.1692307692307692
4878,judgment_continuous,Judgment,13,0.6625933943546062,-0.20068376068376068
4878,evaluation_continuous,Evaluation,11,0.581754369719983,0.22119658119658114
4878,final_decision_continuous,Final decision,25,0.5822645737050803,0.5993162393162393
4878,confidence_continuous,Confidence,16,0.4587406236434851,0.7162393162393161
4879,comprehension_continuous,Comprehension,13,0.5775209208940434,-0.38598290598290597
4879,judgment_continuous,Judgment,14,0.7052642158852143,-0.13709401709401706
4879,evaluation_continuous,Evaluation,13,0.6191342323442492,0.24034188034188034
4879,final_decision_continuous,Final decision,21,0.6636171076940539,0.8523076923076922
4879,confidence_continuous,Confidence,16,0.4829838961107226,0.8447863247863248
4880,comprehension_continuous,Comprehension,2,0.4095470167857213,-0.5411965811965811
4880,judgment_continuous,Judgment,18,0.6694331148423709,0.3408547008547009
4880,evaluation_continuous,Evaluation,13,0.6280221193231172,0.2635897435897435
4880,final_decision_continuous,Final decision,23,0.5867647867351731,0.5719658119658119
4880,confidence_continuous,Confidence,23,0.4287342652147296,0.7928205128205127
4881,comprehension_continuous,Comprehension,9,0.5193358312903417,-0.6635897435897435
4881,judgment_continuous,Judgment,13,0.6196277174243101,-0.0017094017094017092
4881,evaluation_continuous,Evaluation,12,0.6535381702326574,0.17538461538461536
4881,final_decision_continuous,Final decision,23,0.5345698706135679,0.30666666666666664
4881,confidence_continuous,Confidence,16,0.39749196624321753,0.7791452991452991
4882,comprehension_continuous,Comprehension,16,0.474394717254384,0.39350427350427347
4882,judgment_continuous,Judgment,14,0.6990896808394932,-0.012649572649572649
4882,evaluation_continuous,Evaluation,9,0.6106060679150559,-0.17333333333333334
4882,final_decision_continuous,Final decision,25,0.6058461687242751,0.6827350427350427
4882,confidence_continuous,Confidence,16,0.36243844011278453,0.837948717948718
4883,comprehension_continuous,Comprehension,14,0.5505563034279232,0.002393162393162393
4883,judgment_continuous,Judgment,10,0.6698656743639755,-0.2964102564102564
4883,evaluation_continuous,Evaluation,6,0.539223659604193,0.21846153846153846
4883,final_decision_continuous,Final decision,21,0.6327373025328872,0.8721367521367521
4883,confidence_continuous,Confidence,16,0.44459899302132017,0.5829059829059828
4884,comprehension_continuous,Comprehension,14,0.470186352240281,-0.5815384615384616
4884,judgment_continuous,Judgment,2,0.6679162860194306,-0.6478632478632478
4884,evaluation_continuous,Evaluation,7,0.5666091443368471,0.31008547008547005
4884,final_decision_continuous,Final decision,10,0.6054126349410047,0.21777777777777776
4884,confidence_continuous,Confidence,16,0.4013949296789427,0.7572649572649572
4885,comprehension_continuous,Comprehension,14,0.5767274996879025,-0.4584615384615384
4885,judgment_continuous,Judgment,14,0.7381190264785222,-0.1835897435897436
4885,evaluation_continuous,Evaluation,14,0.6262411746304254,0.043418803418803414
4885,final_decision_continuous,Final decision,21,0.6320457680845176,0.7374358974358974
4885,confidence_continuous,Confidence,16,0.4266314417476203,0.8632478632478632
4886,comprehension_continuous,Comprehension,15,0.5436872621858662,0.4591452991452991
4886,judgment_continuous,Judgment,14,0.6670968599347055,-0.018803418803418803
4886,evaluation_continuous,Evaluation,9,0.591628510809188,0.3182905982905983
4886,final_decision_continuous,Final decision,18,0.6288125026663434,0.8584615384615384
4886,confidence_continuous,Confidence,16,0.48789664239812475,0.7695726495726496
4887,comprehension_continuous,Comprehension,2,0.4686366938831825,-0.4591452991452991
4887,judgment_continuous,Judgment,2,0.6531370310768185,0.1788034188034188
4887,evaluation_continuous,Evaluation,12,0.6046536619709143,0.12273504273504272
4887,final_decision_continuous,Final decision,25,0.5219550756222469,0.6868376068376068
4887,confidence_continuous,Confidence,16,0.350303861391033,0.6225641025641024
4888,comprehension_continuous,Comprehension,9,0.45199172403405313,-0.5473504273504273
4888,judgment_continuous,Judgment,14,0.6774423182724016,0.032478632478632474
4888,evaluation_continuous,Evaluation,12,0.5358751257383012,0.29025641025641025
4888,final_decision_continuous,Final decision,25,0.6035642624682716,0.7360683760683759
4888,confidence_continuous,Confidence,23,0.4226616374740313,0.9227350427350427
4889,comprehension_continuous,Comprehension,2,0.47977151844101534,-0.44136752136752133
4889,judgment_continuous,Judgment,4,0.6775403027849638,0.032478632478632474
4889,evaluation_continuous,Evaluation,6,0.6084182502858366,0.31965811965811963
4889,final_decision_continuous,Final decision,21,0.6076926163846271,0.8721367521367521
4889,confidence_continuous,Confidence,16,0.34312770209014093,0.7107692307692307
4890,comprehension_continuous,Comprehension,14,0.5313170993689771,0.15008547008547007
4890,judgment_continuous,Judgment,4,0.6873543694517867,0.17675213675213672
4890,evaluation_continuous,Evaluation,7,0.5910949289012221,0.2622222222222222
4890,final_decision_continuous,Final decision,21,0.6353388154785983,0.7347008547008547
4890,confidence_continuous,Confidence,16,0.3897680715934207,0.8974358974358974
4891,comprehension_continuous,Comprehension,14,0.5272343023392714,-0.5863247863247864
4891,judgment_continuous,Judgment,5,0.736343311520418,-0.228034188034188
4891,evaluation_continuous,Evaluation,12,0.6013062949391099,0.20136752136752134
4891,final_decision_continuous,Final decision,16,0.6370260527974632,0.7415384615384616
4891,confidence_continuous,Confidence,16,0.4545249648558715,0.7203418803418803
4892,comprehension_continuous,Comprehension,13,0.5192734514243499,-0.39350427350427347
4892,judgment_continuous,Judgment,5,0.6780956022763563,0.033846153846153845
4892,evaluation_continuous,Evaluation,11,0.6346104397072367,0.5158974358974359
4892,final_decision_continuous,Final decision,21,0.6173414580335448,0.7784615384615383
4892,confidence_continuous,Confidence,23,0.4598191982649254,0.8564102564102564
4893,comprehension_continuous,Comprehension,14,0.48228874140658573,-0.20820512820512818
4893,judgment_continuous,Judgment,4,0.6746821267934154,-0.055726495726495726
4893,evaluation_continuous,Evaluation,7,0.5648609112631858,0.2239316239316239
4893,final_decision_continuous,Final decision,23,0.6060328881290596,0.751111111111111
4893,confidence_continuous,Confidence,16,0.3873977038035136,0.6341880341880342
4894,comprehension_continuous,Comprehension,14,0.5302448609324596,0.3736752136752136
4894,judgment_continuous,Judgment,16,0.6633510505073671,0.24991452991452992
4894,evaluation_continuous,Evaluation,11,0.6147637556092018,0.18427350427350422
4894,final_decision_continuous,Final decision,21,0.6290777012832554,0.8878632478632477
4894,confidence_continuous,Confidence,23,0.43243205903863396,0.8639316239316238
4895,comprehension_continuous,Comprehension,15,0.5069180924457473,-0.39145299145299145
4895,judgment_continuous,Judgment,4,0.6776283862407114,-0.23350427350427347
4895,evaluation_continuous,Evaluation,13,0.5837746844867738,0.1917948717948718
4895,final_decision_continuous,Final decision,25,0.6656644611545371,0.8543589743589743
4895,confidence_continuous,Confidence,16,0.5268688503497122,0.827008547008547
4896,comprehension_continuous,Comprehension,14,0.5764034647100259,-0.4817094017094017
4896,judgment_continuous,Judgment,4,0.7367097133941186,-0.08034188034188033
4896,evaluation_continuous,Evaluation,13,0.6229748756895742,0.2170940170940171
4896,final_decision_continuous,Final decision,21,0.6870496564289712,0.7729914529914529
4896,confidence_continuous,Confidence,16,0.5159157125468984,0.7429059829059829
4897,comprehension_continuous,Comprehension,13,0.4645704802116097,-0.47076923076923066
4897,judgment_continuous,Judgment,4,0.6574973386612515,-0.2717948717948718
4897,evaluation_continuous,Evaluation,7,0.6274009251319168,0.27384615384615385
4897,final_decision_continuous,Final decision,18,0.5837233452111189,0.4646153846153846
4897,confidence_continuous,Confidence,16,0.47367853842686725,0.7558974358974359
4898,comprehension_continuous,Comprehension,15,0.5659032729780256,0.04957264957264957
4898,judgment_continuous,Judgment,18,0.6269668884064681,0.04136752136752136
4898,evaluation_continuous,Evaluation,7,0.5896708312776126,-0.07829059829059828
4898,final_decision_continuous,Final decision,21,0.6182065589874793,0.6615384615384615
4898,confidence_continuous,Confidence,23,0.3992958837154096,0.7764102564102563
4899,comprehension_continuous,Comprehension,13,0.5183855649968095,-0.4092307692307692
4899,judgment_continuous,Judgment,14,0.7293622693716832,0.04478632478632478
4899,evaluation_continuous,Evaluation,8,0.6153890644590511,0.15350427350427348
4899,final_decision_continuous,Final decision,24,0.655520891835071,0.9042735042735042
4899,confidence_continuous,Confidence,16,0.46858464420474605,0.7203418803418803
4900,comprehension_continuous,Comprehension,14,0.5056156276037435,-0.18564102564102564
4900,judgment_continuous,Judgment,4,0.6627586409496907,0.06188034188034188
4900,evaluation_continuous,Evaluation,13,0.5812547541536172,0.14188034188034188
4900,final_decision_continuous,Final decision,23,0.6365697898237745,0.76
4900,confidence_continuous,Confidence,16,0.3938214615964665,0.6929914529914529
4901,comprehension_continuous,Comprehension,0,0.4329145265779023,-0.03863247863247863
4901,judgment_continuous,Judgment,14,0.7029933046425884,0.3490598290598291
4901,evaluation_continuous,Evaluation,13,0.600502333718166,0.3723076923076923
4901,final_decision_continuous,Final decision,25,0.5835874157033722,0.7989743589743589
4901,confidence_continuous,Confidence,16,0.42126533971803726,0.7305982905982905
4902,comprehension_continuous,Comprehension,14,0.5620468315707687,0.2246153846153846
4902,judgment_continuous,Judgment,5,0.6530409290921197,-0.12478632478632476
4902,evaluation_continuous,Evaluation,13,0.5578005818410238,0.4994871794871794
4902,final_decision_continuous,Final decision,23,0.6364644590596437,0.8796581196581197
4902,confidence_continuous,Confidence,16,0.38657696680260645,0.859145299145299
4903,comprehension_continuous,Comprehension,0,0.5294560508995662,-0.5364102564102563
4903,judgment_continuous,Judgment,2,0.6936371831126645,-0.13162393162393163
4903,evaluation_continuous,Evaluation,6,0.6056745245226653,0.15008547008547007
4903,final_decision_continuous,Final decision,23,0.6103011982978277,0.6916239316239315
4903,confidence_continuous,Confidence,16,0.4381955317606742,0.7217094017094016
4904,comprehension_continuous,Comprehension,13,0.5000783593232936,-0.63008547008547
4904,judgment_continuous,Judgment,4,0.7174920978788024,0.030427350427350425
4904,evaluation_continuous,Evaluation,23,0.5959815196415581,0.7196581196581195
4904,final_decision_continuous,Final decision,21,0.6672855752425876,0.6813675213675212
4904,confidence_continuous,Confidence,16,0.4356016653451471,0.7702564102564102
4905,comprehension_continuous,Comprehension,13,0.5595798546166915,-0.39487179487179486
4905,judgment_continuous,Judgment,14,0.6931822403531861,-0.03931623931623932
4905,evaluation_continuous,Evaluation,7,0.5795258448824422,0.14735042735042733
4905,final_decision_continuous,Final decision,13,0.6526965069382076,0.41948717948717945
4905,confidence_continuous,Confidence,22,0.41238223244039507,0.827008547008547
4906,comprehension_continuous,Comprehension,14,0.5049549726846401,0.08444444444444445
4906,judgment_continuous,Judgment,14,0.6623853941840412,0.4372649572649573
4906,evaluation_continuous,Evaluation,7,0.6166204311167713,0.08717948717948718
4906,final_decision_continuous,Final decision,23,0.5901058322417244,0.738119658119658
4906,confidence_continuous,Confidence,16,0.4106265854655657,0.6355555555555555
4907,comprehension_continuous,Comprehension,14,0.4925505403991684,-0.24102564102564097
4907,judgment_continuous,Judgment,14,0.7028602053998529,-0.037264957264957266
4907,evaluation_continuous,Evaluation,7,0.6133275614897963,0.35931623931623924
4907,final_decision_continuous,Final decision,21,0.6554226485795617,0.9158974358974358
4907,confidence_continuous,Confidence,16,0.48960675440030993,0.5179487179487179
4908,comprehension_continuous,Comprehension,2,0.5178351053183482,-0.46529914529914523
4908,judgment_continuous,Judgment,18,0.6838918169996698,-0.06940170940170941
4908,evaluation_continuous,Evaluation,14,0.6363460532884282,0.07829059829059828
4908,final_decision_continuous,Final decision,18,0.613699612135517,0.5268376068376068
4908,confidence_continuous,Confidence,16,0.4347883046123935,0.7852991452991451
4909,comprehension_continuous,Comprehension,14,0.5574181158309943,-0.06871794871794872
4909,judgment_continuous,Judgment,5,0.6776899658659482,-0.14735042735042733
4909,evaluation_continuous,Evaluation,6,0.6485247844190499,-0.09196581196581195
4909,final_decision_continuous,Final decision,5,0.6372245300887399,0.3504273504273504
4909,confidence_continuous,Confidence,16,0.48315128627536674,0.7955555555555555
4910,comprehension_continuous,Comprehension,13,0.5533343038666229,-0.3668376068376068
4910,judgment_continuous,Judgment,16,0.7307079401197846,-0.004444444444444444
4910,evaluation_continuous,Evaluation,7,0.6223809654579793,0.11384615384615385
4910,final_decision_continuous,Final decision,13,0.6418759825257597,0.5432478632478631
4910,confidence_continuous,Confidence,16,0.4541806387096604,0.2923076923076923
4911,comprehension_continuous,Comprehension,13,0.5030867663876708,-0.5494017094017093
4911,judgment_continuous,Judgment,18,0.6657378116166034,0.002393162393162393
4911,evaluation_continuous,Evaluation,13,0.5669596167501465,0.5124786324786325
4911,final_decision_continuous,Final decision,17,0.6359759674420036,0.6485470085470085
4911,confidence_continuous,Confidence,16,0.4213283847878546,0.7429059829059829
4912,comprehension_continuous,Comprehension,14,0.5526317727999754,0.01811965811965812
4912,judgment_continuous,Judgment,5,0.7105801132200684,0.027692307692307693
4912,evaluation_continuous,Evaluation,9,0.6214739543721639,0.21162393162393162
4912,final_decision_continuous,Final decision,21,0.6905557511664107,0.7080341880341879
4912,confidence_continuous,Confidence,16,0.5085190912928544,0.8112820512820512
4913,comprehension_continuous,Comprehension,14,0.503869033296185,-0.019487179487179485
4913,judgment_continuous,Judgment,14,0.6871317190756523,0.308034188034188
4913,evaluation_continuous,Evaluation,9,0.5629684014612002,0.1288888888888889
4913,final_decision_continuous,Final decision,20,0.5681696674580626,0.8468376068376068
4913,confidence_continuous,Confidence,16,0.440050733044483,0.7798290598290597
4914,comprehension_continuous,Comprehension,15,0.5255862899812427,0.094017094017094
4914,judgment_continuous,Judgment,14,0.6722716621846738,-0.24991452991452992
4914,evaluation_continuous,Evaluation,14,0.577307997975999,0.19863247863247863
4914,final_decision_continuous,Final decision,21,0.621219577546421,0.7784615384615383
4914,confidence_continuous,Confidence,16,0.3814616223612567,0.7565811965811965
4915,comprehension_continuous,Comprehension,2,0.5458659517551433,-0.4789743589743589
4915,judgment_continuous,Judgment,4,0.6924655648857636,-0.08854700854700855
4915,evaluation_continuous,Evaluation,13,0.5527371814901635,0.24854700854700856
4915,final_decision_continuous,Final decision,21,0.6653882179926988,0.7805128205128204
4915,confidence_continuous,Confidence,23,0.45622148582539934,0.9008547008547008
4916,comprehension_continuous,Comprehension,14,0.4958859076997456,0.15076923076923074
4916,judgment_continuous,Judgment,5,0.665518492221444,0.27384615384615385
4916,evaluation_continuous,Evaluation,13,0.5801462049722758,0.40376068376068375
4916,final_decision_continuous,Final decision,21,0.6429009438945392,0.8058119658119658
4916,confidence_continuous,Confidence,16,0.4560175602443256,0.4461538461538461
4917,comprehension_continuous,Comprehension,14,0.4666890356909862,-0.5603418803418803
4917,judgment_continuous,Judgment,4,0.6860366493033323,-0.14666666666666667
4917,evaluation_continuous,Evaluation,12,0.6399656597207168,0.11316239316239315
4917,final_decision_continuous,Final decision,18,0.6377651486080614,0.6964102564102563
4917,confidence_continuous,Confidence,16,0.4765981936479411,0.7948717948717947
4918,comprehension_continuous,Comprehension,13,0.4925825874709029,-0.49128205128205127
4918,judgment_continuous,Judgment,5,0.6554898282809453,-0.037948717948717944
4918,evaluation_continuous,Evaluation,23,0.5730669333250038,0.47145299145299147
4918,final_decision_continuous,Final decision,19,0.6098386715689622,0.785982905982906
4918,confidence_continuous,Confidence,16,0.43800406901838473,0.8071794871794871
4919,comprehension_continuous,Comprehension,14,0.5694931732232067,-0.14256410256410257
4919,judgment_continuous,Judgment,14,0.7402314899270718,-0.20957264957264954
4919,evaluation_continuous,Evaluation,7,0.5759922818285834,0.22119658119658114
4919,final_decision_continuous,Final decision,16,0.6763798441219782,0.7538461538461538
4919,confidence_continuous,Confidence,16,0.47358002804618116,0.7982905982905983
4920,comprehension_continuous,Comprehension,13,0.4810085125223577,-0.6505982905982907
4920,judgment_continuous,Judgment,2,0.69024748176029,0.1029059829059829
4920,evaluation_continuous,Evaluation,7,0.5773537584598735,0.15418803418803417
4920,final_decision_continuous,Final decision,24,0.6000803304919292,0.874188034188034
4920,confidence_continuous,Confidence,16,0.4351199253245362,0.643076923076923
4921,comprehension_continuous,Comprehension,13,0.48792333856579073,-0.362051282051282
4921,judgment_continuous,Judgment,13,0.7219366953997688,0.024957264957264955
4921,evaluation_continuous,Evaluation,11,0.5987100227164248,0.27384615384615385
4921,final_decision_continuous,Final decision,21,0.6261725324656154,0.8803418803418802
4921,confidence_continuous,Confidence,16,0.43994262940685974,0.7764102564102563
4922,comprehension_continuous,Comprehension,14,0.4925548810559922,-0.2574358974358974
4922,judgment_continuous,Judgment,4,0.6374658204367986,-0.47350427350427343
4922,evaluation_continuous,Evaluation,6,0.5899860943488524,0.11931623931623932
4922,final_decision_continuous,Final decision,18,0.5998893897608173,0.4591452991452991
4922,confidence_continuous,Confidence,16,0.4243066608813692,0.40854700854700854
4923,comprehension_continuous,Comprehension,15,0.4625092742782916,0.0030769230769230765
4923,judgment_continuous,Judgment,4,0.6796461300970117,-0.3429059829059829
4923,evaluation_continuous,Evaluation,12,0.5920431803108043,0.4147008547008547
4923,final_decision_continuous,Final decision,10,0.650426569044924,0.5794871794871794
4923,confidence_continuous,Confidence,16,0.46152893886600654,0.5938461538461539
4924,comprehension_continuous,Comprehension,13,0.43066160269373877,-0.01811965811965812
4924,judgment_continuous,Judgment,14,0.6267343119713896,-0.14461538461538462
4924,evaluation_continuous,Evaluation,13,0.5986646145680757,0.31282051282051276
4924,final_decision_continuous,Final decision,21,0.537716808004971,0.8475213675213674
4924,confidence_continuous,Confidence,23,0.4677981829438948,0.7135042735042735
4925,comprehension_continuous,Comprehension,0,0.4721025179272513,-0.6964102564102563
4925,judgment_continuous,Judgment,16,0.7354299271472118,0.026324786324786322
4925,evaluation_continuous,Evaluation,13,0.6679532952839274,0.13846153846153844
4925,final_decision_continuous,Final decision,5,0.6058301052334243,0.016752136752136753
4925,confidence_continuous,Confidence,16,0.4801689344866775,0.87008547008547
4926,comprehension_continuous,Comprehension,15,0.5529237534237942,-0.10358974358974359
4926,judgment_continuous,Judgment,18,0.6193546559263291,-0.019487179487179485
4926,evaluation_continuous,Evaluation,13,0.5269975365356542,0.3545299145299145
4926,final_decision_continuous,Final decision,16,0.5945318970328225,0.8386324786324786
4926,confidence_continuous,Confidence,16,0.43239781632148566,0.8099145299145298
4927,comprehension_continuous,Comprehension,13,0.4684320032537719,-0.2676923076923077
4927,judgment_continuous,Judgment,11,0.7129192157623685,-0.26700854700854704
4927,evaluation_continuous,Evaluation,13,0.5846186611650637,0.3887179487179487
4927,final_decision_continuous,Final decision,16,0.6248556022935825,0.6950427350427351
4927,confidence_continuous,Confidence,16,0.4957860904636336,0.768205128205128
4928,comprehension_continuous,Comprehension,16,0.5761537934916542,0.05162393162393161
4928,judgment_continuous,Judgment,16,0.6804737116107907,-0.009230769230769232
4928,evaluation_continuous,Evaluation,7,0.5616747174936764,-0.05025641025641025
4928,final_decision_continuous,Final decision,10,0.6748238923973978,0.548034188034188
4928,confidence_continuous,Confidence,16,0.4205755024018809,0.8482051282051282
4929,comprehension_continuous,Comprehension,0,0.4891484017970681,0.20683760683760682
4929,judgment_continuous,Judgment,4,0.6521358780609766,-0.15213675213675212
4929,evaluation_continuous,Evaluation,12,0.6130009377901233,0.007863247863247862
4929,final_decision_continuous,Final decision,24,0.6035758994166089,0.84
4929,confidence_continuous,Confidence,16,0.41418575894568604,0.7982905982905983
4930,comprehension_continuous,Comprehension,14,0.627243060251308,0.094017094017094
4930,judgment_continuous,Judgment,4,0.7410390673568282,0.16444444444444445
4930,evaluation_continuous,Evaluation,13,0.5913238874443414,0.3846153846153845
4930,final_decision_continuous,Final decision,25,0.6927862385494257,0.7155555555555554
4930,confidence_continuous,Confidence,16,0.4844321930888352,0.7846153846153845
4931,comprehension_continuous,Comprehension,13,0.558299644502554,-0.6177777777777778
4931,judgment_continuous,Judgment,14,0.718457791996475,-0.23692307692307688
4931,evaluation_continuous,Evaluation,12,0.6027917344923382,0.40307692307692305
4931,final_decision_continuous,Final decision,5,0.626323648969256,0.5658119658119657
4931,confidence_continuous,Confidence,23,0.4801289997886877,0.8666666666666666
4932,comprehension_continuous,Comprehension,13,0.4434401417196958,0.02358974358974359
4932,judgment_continuous,Judgment,18,0.707122679444724,0.3258119658119658
4932,evaluation_continuous,Evaluation,13,0.6203987684398296,0.04752136752136752
4932,final_decision_continuous,Final decision,25,0.6321735785699516,0.4864957264957265
4932,confidence_continuous,Confidence,16,0.4471905595440261,0.7483760683760683
4933,comprehension_continuous,Comprehension,0,0.46634471097877467,0.17264957264957262
4933,judgment_continuous,Judgment,3,0.6940457610711854,-0.22735042735042732
4933,evaluation_continuous,Evaluation,9,0.57887217502127,0.005128205128205127
4933,final_decision_continuous,Final decision,21,0.6281139270165724,0.8283760683760684
4933,confidence_continuous,Confidence,16,0.45113860293809405,0.8564102564102564
4934,comprehension_continuous,Comprehension,13,0.45315956687183945,-0.018803418803418803
4934,judgment_continuous,Judgment,4,0.6836531966425652,-0.16717948717948716
4934,evaluation_continuous,Evaluation,7,0.5580551161374482,0.06393162393162392
4934,final_decision_continuous,Final decision,18,0.6091596452251713,0.7709401709401709
4934,confidence_continuous,Confidence,16,0.4577323046077302,0.7264957264957265
4935,comprehension_continuous,Comprehension,14,0.5824229077463857,0.037264957264957266
4935,judgment_continuous,Judgment,4,0.6957089195490599,0.3497435897435897
4935,evaluation_continuous,Evaluation,7,0.6200768598783314,0.1938461538461538
4935,final_decision_continuous,Final decision,23,0.6582788845594736,0.7333333333333333
4935,confidence_continuous,Confidence,23,0.4402885747742223,0.9172649572649573
4936,comprehension_continuous,Comprehension,13,0.45753481765029214,0.48512820512820504
4936,judgment_continuous,Judgment,14,0.6842226785978671,-0.23623931623931624
4936,evaluation_continuous,Evaluation,6,0.54331530401475,0.507008547008547
4936,final_decision_continuous,Final decision,24,0.6648823809408542,0.9199999999999999
4936,confidence_continuous,Confidence,16,0.44997311106022303,0.7052991452991453
4937,comprehension_continuous,Comprehension,13,0.5141645095087525,-0.020854700854700852
4937,judgment_continuous,Judgment,14,0.6944767954409935,0.20341880341880342
4937,evaluation_continuous,Evaluation,7,0.5813715762588633,-0.06188034188034188
4937,final_decision_continuous,Final decision,21,0.6467258524134324,0.7442735042735041
4937,confidence_continuous,Confidence,23,0.4611365622474937,0.6923076923076923
4938,comprehension_continuous,Comprehension,14,0.49408409161970435,-0.3497435897435897
4938,judgment_continuous,Judgment,2,0.7210977341185554,-0.4099145299145299
4938,evaluation_continuous,Evaluation,12,0.5829099182928242,0.10222222222222223
4938,final_decision_continuous,Final decision,20,0.5933876212600403,0.7811965811965812
4938,confidence_continuous,Confidence,16,0.3640812772603824,0.6437606837606837
4939,comprehension_continuous,Comprehension,13,0.5150243318633289,-0.4379487179487179
4939,judgment_continuous,Judgment,14,0.6897949484963269,-0.3989743589743589
4939,evaluation_continuous,Evaluation,12,0.5686127886137278,0.21777777777777776
