random_rep,pair_id,source_idx,target_idx,patch_layer,matched_norm,base_prediction,patched_prediction,delta_wsr_predicted,direction_seed,base_source,elapsed_seconds
0,14,322,267,19,140.07018286936724,0.20774430399201,-0.17986728965151053,-0.3876115936435205,2513935336,live_unpatched_same_model,1.2357309999642894
0,15,65,148,19,124.16221683795429,0.0040545803889276,-0.31741420549438804,-0.3214687858833156,305411518,live_unpatched_same_model,1.2439163000090048
1,1,368,13,19,100.27535664750594,0.3222584150282147,0.4705064180505719,0.14824800302235724,1091539381,live_unpatched_same_model,1.2491265999851748
1,2,340,186,19,124.14250147738309,0.5517011289529234,0.4687576588501623,-0.08294347010276115,1167540685,live_unpatched_same_model,1.234596900001634
1,3,135,70,19,133.86533456399275,-0.0451771379115059,-0.08724447230968677,-0.04206733439818087,1832670072,live_unpatched_same_model,1.2362438999698497
1,4,441,256,19,103.68385624866029,-0.0309425523201656,0.2591201176295332,0.29006266994969876,1413976799,live_unpatched_same_model,1.249335600004997
1,5,84,407,19,103.17152579354456,0.0701096946469617,0.20869742063508853,0.13858772598812683,2358651377,live_unpatched_same_model,1.2452962000388652
1,6,180,181,19,110.38806055107938,-0.0706881178551478,-0.14792930551214242,-0.07724118765699463,961217889,live_unpatched_same_model,1.2377309000003152
1,7,442,166,19,108.47418947067077,-0.0374219266130395,0.07912053397734847,0.11654246059038798,3644488008,live_unpatched_same_model,1.2458597000222653
1,8,353,336,19,109.08276948497313,0.2334113362848168,-0.008805176368102493,-0.2422165126529193,2648449657,live_unpatched_same_model,1.2504689000197686
1,9,121,471,19,136.23808812678564,0.1553593319424777,0.05500476888422898,-0.10035456305824872,529305765,live_unpatched_same_model,1.2358063000137918
1,10,145,125,19,85.2051251574838,-0.0414361952716543,0.04182748246542442,0.08326367773707871,2527505634,live_unpatched_same_model,1.260800999996718
1,11,222,268,19,112.73324134162299,-0.0744144220976672,0.007265264330230183,0.08167968642789739,1464763192,live_unpatched_same_model,1.2431035000481643
1,12,217,403,19,117.51799281220073,0.356841227425656,0.39586353026318855,0.03902230283753255,2477599556,live_unpatched_same_model,1.241495800029952
1,13,209,443,19,119.69797830784465,-0.0405956674567725,-0.1253410153083173,-0.08474534785154479,3297834757,live_unpatched_same_model,1.2408964000060223
1,14,322,267,19,140.07018286936724,0.20774430399201,0.07293207060252277,-0.13481223338948722,4066175329,live_unpatched_same_model,1.2321669000084512
1,15,65,148,19,124.16221683795429,0.0040545803889276,-0.012677945632381267,-0.016732526021308865,1718210381,live_unpatched_same_model,1.2454420999856666
2,1,368,13,19,100.27535664750594,0.3222584150282147,0.2880609087228905,-0.0341975063053242,782368720,live_unpatched_same_model,1.2469047000049613
2,2,340,186,19,124.14250147738309,0.5517011289529234,0.574720139445198,0.023019010492274505,2513216256,live_unpatched_same_model,1.236467300041113
2,3,135,70,19,133.86533456399275,-0.0451771379115059,-0.12808309456802322,-0.08290595665651732,2560923861,live_unpatched_same_model,1.2333776999730617
